title,author,date,lure,link
Battlefield 3's 'End Game' DLC begins staggered deployment next week,Xav de Matos,03.01.2013,"DICE has revealed its plan of attack, announcing on its Battlefield blog the release schedule for... ",https://search.engadget.com/click/_ylt=AwrFQJwUje1jJooThrl8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541332/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-03-01-battlefield-3s-end-game-dlc-begins-staggered-deployment-next.html/RK=2/RS=hbCNs7vqGLVD6ziqV8XeMjNcLN8-
Mythic developers discuss the swan song of Wrath of Heroes,Eliot Lefebvre,03.01.2013,"Warhammer Online: Wrath of Heroes is shutting down near the end of the month, but it turns out that... ",https://search.engadget.com/click/_ylt=AwrFQJwUje1jJooTiLl8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541332/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-03-01-mythic-developers-discuss-the-swan-song-of-wrath-of-heroes.html/RK=2/RS=SmxxpOnZZ1pPRr4oWJY6dKeq5dQ-
SimCity gambles on disaster in new footage,Alexander Sliwinski,03.01.2013,SimCity has all its permits and union payoffs in order to start building next week. Here's an... ,https://search.engadget.com/click/_ylt=AwrFQJwUje1jJooTirl8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541332/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-03-01-simcity-gambles-on-disaster-in-new-footage.html/RK=2/RS=R_JUXHhH5YsD7RIAVj0mmzMlJhc-
EA: Consumers are 'enjoying and embracing' the microtransaction model,Jordan Mallory,03.01.2013,Electronic Arts CFO Blake Jorgensen is pretty sold on the idea of microtransactions as a business... ,https://search.engadget.com/click/_ylt=AwrFQJwUje1jJooTjLl8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541332/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-03-01-ea-consumers-are-enjoying-and-embracing-the-microtransaction.html/RK=2/RS=shuKt7_hXvcHS62T11UaQLGk3kU-
EA discusses expected cost increase of PS4 development,Jordan Mallory,02.28.2013,The per-game research and development costs associated with developing on the PlayStation 4 will... ,https://search.engadget.com/click/_ylt=AwrE_KYUje1jZo0Ti2d8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541333/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-02-28-ea-details-expected-cost-increase-of-playstation-4-development.html/RK=2/RS=QZfyrMbMqcT8.uDtpAhjwRC9m04-
EA CFO suggests 'new Battlefield' running on PS4,Jordan Mallory,02.27.2013,"During a recent investor conference call, Electronic Arts' chief financial officer Blake Jorgensen... ",https://search.engadget.com/click/_ylt=AwrE_KYUje1jZo0TjWd8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541333/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-02-27-ea-cfo-suggests-new-battlefield-running-on-ps4.html/RK=2/RS=Rfo1.ltniTpuGzMQu479EB6vKL0-
Report: EA completes cross-platform 'single-identity' service,Jessica Conditt,02.27.2013,EA has completed development of a service that will allow users to have a single identity across... ,https://search.engadget.com/click/_ylt=AwrE_KYUje1jZo0Tj2d8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541333/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-02-27-report-ea-completes-cross-platform-single-identity-service.html/RK=2/RS=0XJbZaLgAbkYIy8CkgzjfHZC0KE-
EA is building micro-transactions into its PC and console games,Elisabeth Cardy,02.27.2013,"In fact, the company is planning to build micro-transactions into all of its PC and console games.... ",https://search.engadget.com/click/_ylt=AwrE_KYUje1jZo0TkWd8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541333/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-02-27-ea-is-building-micro-transactions-into-its-pc-and-console-games.html/RK=2/RS=XFr2kpldjyL3VRiyOAo0zQq8h0w-
EA reveals 'single identity' cross-platform gaming experience,Mike Schramm,02.27.2013,"EA has completed its Origin login service, which means that most of its games going forward... ",https://search.engadget.com/click/_ylt=AwrE_KYUje1jZo0Tk2d8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541333/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-02-27-ea-reveals-single-identity-cross-platform-gaming-experience.html/RK=2/RS=mqbc1Wpdz1CY0UmlRnCP7cyECbs-
Warhammer Online: Wrath of Heroes is shutting down next month,Justin Olivetti,02.27.2013,Mythic's experiment in turning Warhammer Online into a microtransaction-flush MOBA has failed. Wrath... ,https://search.engadget.com/click/_ylt=AwrE_KYUje1jZo0TlWd8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541333/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-02-27-warhammer-online-wrath-of-heroes-sunsets-next-month.html/RK=2/RS=9NTxncuo3ZY0q4D7rRyUrnGqW3E-
Hyperspace Beacon: The SWTOR awards,Larry Everett,02.26.2013,The Oscars were given out two nights ago. As I heard these writers and directors give thanks to... ,https://search.engadget.com/click/_ylt=AwrE_KYUje1jZo0Tl2d8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541333/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-02-26-hyperspace-beacon-the-swtor-awards.html/RK=2/RS=Xz7ldS7VBnTMUip9Gbj09Cvym9I-
See Ultima X: Odyssey in glorious action,Justin Olivetti,02.25.2013,"One of 2004's most anticipated MMOs, Ultima X: Odyssey, was struck down by parent studio EA near to... ",https://search.engadget.com/click/_ylt=AwrE_KYUje1jZo0TmWd8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541333/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-02-25-see-ultima-x-odyssey-in-glorious-action.html/RK=2/RS=0xRS.bcnOm77uidYQw4r9KxITTg-
"WAR weathers difficult weekend, compensates players",Justin Olivetti,02.25.2013,Warhammer Online certainly has seen better weekends than this past one. Because of a nasty bug that... ,https://search.engadget.com/click/_ylt=AwrE_KYUje1jZo0Tm2d8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541333/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-02-25-war-weathers-difficult-weekend-compensates-players.html/RK=2/RS=1.r1mXmE4J.dVH.5LiiOgPgqK_M-
Navigating the free-to-play landscape in Command & Conquer,Kevin Kelly,02.25.2013,"Despite the simplified, non-sequel sounding name, EA's free-to-play Command & Conquer is a... ",https://search.engadget.com/click/_ylt=AwrE_KYUje1jZo0TnWd8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541333/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-02-25-navigating-the-free-to-play-landscape-in-command-and-conquer.html/RK=2/RS=Fi2I.eL2CNED0BV2o88qW2CS5l8-
The Daily Grind: Do you notice huge MMO interiors?,Jef Reahard,02.25.2013,"I had a bit of MMO deja vu this week. See, I read a lot about the industry on a daily basis, and... ",https://search.engadget.com/click/_ylt=AwrhbgkVje1j0rgTM2R8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541333/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-02-25-the-daily-grind-do-you-notice-huge-mmo-interiors.html/RK=2/RS=7O3jkKcTfVTPIFg6lDxmcdtOIbM-
BioWare hints at barber shop functionality for SWTOR,Jef Reahard,02.24.2013,Fansite SWTOR-RP.com has posted an interesting Q&A with BioWare devs Damion Schubert and Charles... ,https://search.engadget.com/click/_ylt=AwrhbgkVje1j0rgTNWR8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541333/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-02-24-bioware-hints-at-barber-shop-functionality-for-swtor.html/RK=2/RS=_Y.90pCXYoWwKTtBQ7abu4MskFg-
One Shots: Standing room only,Justin Olivetti,02.24.2013,"I love Bards and Bard-type classes. Always have, always will. There's something wonderfully... ",https://search.engadget.com/click/_ylt=AwrhbgkVje1j0rgTN2R8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541333/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-02-24-one-shots-standing-room-only.html/RK=2/RS=jTGU0xvfOA8VFr12hFBBu_WLj1U-
BioWare tweaking SWTOR commendations in new expansion,Jef Reahard,02.22.2013,Does your Star Wars: The Old Republic avatar have a bunch of unused Coruscant commendations in his... ,https://search.engadget.com/click/_ylt=AwrhbgkVje1j0rgTOWR8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541333/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-02-22-bioware-tweaking-swtor-commendations-in-new-expansion.html/RK=2/RS=yoG52EztbUNjGLRVmrGZSdk457I-
Dark Age of Camelot launches an update and answers player questions,Eliot Lefebvre,02.21.2013,"You've got a set of Epic Armor, you've got tons of items clogging your bank, and you've got a pair... ",https://search.engadget.com/click/_ylt=AwrhbgkVje1j0rgTO2R8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541333/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-02-21-dark-age-of-camelot-launches-an-update-and-answers-player-questi.html/RK=2/RS=bHM7pTm27AmTS1Adg_lvczM2il4-
SWTOR's Legacy Achievement system detailed,Jef Reahard,02.21.2013,"Curious about Star Wars: The Old Republic's upcoming Legacy Achievement system? If so, we recommend... ",https://search.engadget.com/click/_ylt=AwrhbgkVje1j0rgTPWR8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541333/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-02-21-swtors-legacy-achievement-system-detailed.html/RK=2/RS=ANsDDf2AZXKGbSjXgTOMbeOwRm4-
"Mass Effect 3 'Reckoning' and 'Citadel' DLC on Feb. 26, Mar. 5",Jordan Mallory,02.21.2013,"BioWare and EA have announced two more bundles of DLC for Mass Effect 3, with one focused on... ",https://search.engadget.com/click/_ylt=AwrhbgkVje1j0rgTP2R8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541333/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-02-21-mass-effect-3-reckoning-and-citadel-dlc-hit-feb-26-mar-5.html/RK=2/RS=4l5fhFA2cBp5CZ0pGFnV75gmEBE-
Star Wars: The Old Republic opens up test servers for patch 2.0,Eliot Lefebvre,02.20.2013,We've known for a while that the first digital expansion for Star Wars: The Old Republic will be... ,https://search.engadget.com/click/_ylt=AwrhbgkVje1j0rgTQWR8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541333/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-02-20-star-wars-the-old-republic-opens-up-test-servers-for-patch-2-0.html/RK=2/RS=JJMCrXWiEUYDwL.HXtcSGEx4XLs-
Hyperspace Beacon: SWTOR reinvents the Ilum wheel,Larry Everett,02.19.2013,"For about a year, Star Wars: The Old Republic fans have been waiting to see how the BioWare design... ",https://search.engadget.com/click/_ylt=AwrhbgkVje1j0rgTQ2R8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541333/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-02-19-hyperspace-beacon-swtor-reinvents-the-ilum-wheel.html/RK=2/RS=jHVB7Coqfli7KXUAmcvJo3qI6dc-
From city-builder roles to caring for citizens in SimCity,Adam Rosenberg,02.19.2013,Regions are the beating heart of Maxis Games' upcoming SimCity revival. All of SimCity's regions are... ,https://search.engadget.com/click/_ylt=AwrhbgkVje1j0rgTRWR8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541333/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-02-19-from-city-builder-roles-to-caring-for-citizens-in-simcity.html/RK=2/RS=7YGkA6xbGPjA8B2CtFf1BqK.K.I-
Oddball world of Fuse: Splicing the Insomniac DNA with Smash TV,Adam Rosenberg,02.19.2013,"Insomniac's coming shooter thumbs its nose at the current era of clean user interfaces, which... ",https://search.engadget.com/click/_ylt=AwrEpgIVje1j134SjMl8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541334/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-02-19-oddball-world-of-fuse-splicing-the-insomniac-dna-with-smash-tv.html/RK=2/RS=zbHIKslkxniryCw6vjpQWdRiPE8-
"Ubisoft's Uplay adds third-party games, EA's Origin nabs Ubisoft ones",Jessica Conditt,02.19.2013,"div>Ubisoft's Uplay service, a hub for purchasing Ubisoft PC games, has expanded to include... ",https://search.engadget.com/click/_ylt=AwrEpgIVje1j134Sjsl8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541334/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-02-19-ubisofts-uplay-adds-third-party-games-eas-origin-nabs-ubisoft.html/RK=2/RS=9WRzUp2oXECHIXnrZrA1Tq.X98M-
EA drops dozens of iOS games to 99 cents for President's Day,Randy Nelson,02.18.2013,Here's some late-breaking Presidents' Day news for iOS gamers: EA has dropped the price of more than... ,https://search.engadget.com/click/_ylt=AwrEpgIVje1j134SkMl8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541334/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-02-18-ea-drops-dozens-of-ios-games-to-99-cents-for-presidents-day.html/RK=2/RS=yjhP2_ys0z0HtscT7oCiJUXs.A0-
Check out the weapons of Crysis 3,Jordan Mallory,02.17.2013,"Bow hunting is the in thing with FPS games lately, and while Crysis 3 doesn't slack on that front,... ",https://search.engadget.com/click/_ylt=AwrEpgIVje1j134Sksl8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541334/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-02-17-check-out-the-weapons-of-crysis-3.html/RK=2/RS=d954MvlmCX31D_phcdEDX0RHngg-
One Shots: Middle-earth cowboys,Justin Olivetti,02.17.2013,The recent Riders of Rohan expansion in Lord of the Rings Online has brought out the cowboy and... ,https://search.engadget.com/click/_ylt=AwrEpgIVje1j134SlMl8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541334/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-02-17-one-shots-middle-earth-cowboys.html/RK=2/RS=QWwWc.o1Fy3DvgAncO4VGiDgaJc-
EA and Zynga settle The Ville lawsuits,Alexander Sliwinski,02.15.2013,"Electronic Arts and Zynga have settled their legal kerfuffle, which began when the former sued the... ",https://search.engadget.com/click/_ylt=AwrEpgIVje1j134Slsl8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541334/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-02-15-ea-and-zynga-settle-the-ville-lawsuits.html/RK=2/RS=57PGGfh9rgeCzfdvOTt_E4YQOwg-
Hyperspace Beacon: Making a deal with the Hutts in SWTOR,Larry Everett,02.12.2013,"When you say that word to a layman, he probably thinks that you're talking about grass-topped... ",https://search.engadget.com/click/_ylt=AwrEpgIVje1j134SmMl8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541334/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-02-12-hyperspace-beacon-making-a-deal-with-the-hutts-in-swtor.html/RK=2/RS=89YGJzBhXHuxc7O6_R7yhbeR1AI-
SWTOR allows some players to buy Cartel Coins by phone,Justin Olivetti,02.12.2013,"If you have a cell phone and live in one of a select number of countries, you now have the option to... ",https://search.engadget.com/click/_ylt=AwrEpgIVje1j134Smsl8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541334/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-02-12-swtor-allows-some-players-to-buy-cartel-coins-by-phone.html/RK=2/RS=qSzxKNmG4X9IJpwmclS0Qkdo0dg-
SWTOR's Patch 1.7 gets a snazzy video,Elisabeth Cardy,02.11.2013,"After the patch goes live, players will be able to journey to the News Terminals located in Carrick... ",https://search.engadget.com/click/_ylt=AwrEpgIVje1j134SnMl8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541334/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-02-11-swtors-patch-1-7-gets-a-snazzy-video.html/RK=2/RS=p9JLg90gUBltRjY9ACJYOjXHY3c-
The Daily Grind: Do you retry MMOs you didn't like the first time?,Jef Reahard,02.11.2013,"I love the IP, particularly the Expanded Universe portions of it which BioWare fleshed out to great... ",https://search.engadget.com/click/_ylt=AwrEpgIVje1j134Snsl8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541334/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-02-11-the-daily-grind-do-you-retry-mmos-you-didnt-like-the-first-tim.html/RK=2/RS=tJ.0kru0eu.IcuNtVk1ph_0GyLU-
Star Wars: The Old Republic drops patch 1.7 on Tuesday,Eliot Lefebvre,02.10.2013,Patch 1.7 is bringing the new reputation system as well as the new Relics of the Gree event to the... ,https://search.engadget.com/click/_ylt=AwrhRosWje1j.TgTv7J8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541334/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-02-10-star-wars-the-old-republic-drops-patch-1-7-on-tuesday.html/RK=2/RS=pp4G17iGtIKf2dZ6fcFFdLtMeAM-
Dead Space 3's 'Journey Through Terror' trailers in one spot,Alexander Sliwinski,02.08.2013,"Here's the full collection of ""Dead Space: A Journey Through Terror"" videos. If you're jumping into... ",https://search.engadget.com/click/_ylt=AwrhRosWje1j.TgTwbJ8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541334/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-02-08-dead-space-3s-journey-through-terror-trailers-in-one-spot.html/RK=2/RS=XGVhczf5qUMnuFDcu3Tn9KP0c9g-
First Battlefield 3 End Game screenshots get dirty,Richard Mitchell,02.08.2013,"EA has released the first official screens of Battlefield 3's next piece of DLC, End Game. The... ",https://search.engadget.com/click/_ylt=AwrhRosWje1j.TgTw7J8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541334/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-02-08-first-battlefield-3-end-game-screenshots-get-dirty.html/RK=2/RS=5H0dzAKG4AqDti0gI6ks5RRjGuA-
Ultima Forever wants you to learn about yourself,Justin Olivetti,02.08.2013,Mythic Lead Designer Kate Flack has an interesting interview up on Gamasutra about her experiences... ,https://search.engadget.com/click/_ylt=AwrhRosWje1j.TgTxbJ8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541334/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-02-08-ultima-forever-wants-you-to-learn-about-yourself.html/RK=2/RS=tXf2MMoCOf8uof21vam5o3qkh84-
EA's Origin game service launches for Mac,Matt Tinsley,02.08.2013,AppleInsider reports Electronic Arts has officially launched its Origin game service for Mac. Origin... ,https://search.engadget.com/click/_ylt=AwrhRosWje1j.TgTx7J8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541334/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-02-08-eas-origin-game-service-launches-for-mac.html/RK=2/RS=yXcMATS1pMQ9Hda0bTM4dIqhT2g-
Why I Play: Star Wars: The Old Republic,Brianna Royce,02.07.2013,"Star Wars is awesome, and Massively's Dylan is here to tell you why. He's a member of Massively's... ",https://search.engadget.com/click/_ylt=AwrhRosWje1j.TgTybJ8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541334/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-02-07-why-i-play-star-wars-the-old-republic.html/RK=2/RS=S214wDZlG69P.M4qpyIUCg4u1oY-
Dead Space 3 glitch allows infinite resource farming,Jessica Conditt,02.06.2013,Dead Space 3's inclusion of campaign microtransactions incited a negative gut reaction from some... ,https://search.engadget.com/click/_ylt=AwrhRosWje1j.TgTy7J8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541334/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-02-06-dead-space-3-glitch-allows-infinite-resource-farming.html/RK=2/RS=nkbjOIvPoTODJr4.CnlV1bXSbI4-
"NBA 2K13 sets franchise records, ships 4.5 million copies",Alexander Sliwinski,02.05.2013,"div>The Bieber-licious NBA 2K13 has sold-in (i.e. ""shipped"") 4.5 million units to date, publisher... ",https://search.engadget.com/click/_ylt=AwrhRosWje1j.TgTzbJ8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541334/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-02-05-nba-2k13-sets-franchise-records-ships-4-5-million-copies.html/RK=2/RS=uh9Y_d8upVl0uGk7Um._TPnbiiI-
BioWare details SWTOR's Galactic Reputation system,Jef Reahard,02.05.2013,"If your Star Wars: The Old Republic avatars are tapped out in terms of advancement opportunities,... ",https://search.engadget.com/click/_ylt=AwrhRosWje1j.TgTz7J8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541334/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-02-05-bioware-details-swtors-galactic-reputation-system.html/RK=2/RS=xkIfR7GnWG7kQdGNv07fVpB0lts-
Hyperspace Beacon: What would you like added to SWTOR's cash shop?,Larry Everett,02.05.2013,"I wondered for a long time whether western MMOs could survive a free-to-play transition, especially... ",https://search.engadget.com/click/_ylt=AwrhRosWje1j.TgT0bJ8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541334/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-02-05-hyperspace-beacon-what-would-you-like-added-to-swtors-cash-sho.html/RK=2/RS=Nw9rh.Q2lcVuJRyR06yV1tzSgE0-
Some Assembly Required: Kick(start)ing the sandbox genre,MJ Guthrie,02.01.2013,"With plenty of choices abounding, why are sandbox fans still decrying the lack of a home? Even with... ",https://search.engadget.com/click/_ylt=AwrNZywWje1jHSUTTxd8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541335/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-02-01-some-assembly-required-kick-start-ing-the-sandbox-genre-into-hi.html/RK=2/RS=.j8lxsECfvROz1IbPkK_ORXjmjQ-
"If you're all-in on Dead Space 3, don't watch this trailer",Alexander Sliwinski,01.31.2013,For those who no longer need to be sold on necromorph dismemberment: don't watch this trailer.... ,https://search.engadget.com/click/_ylt=AwrNZywWje1jHSUTURd8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541335/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-01-31-if-youre-all-in-on-dead-space-3-dont-watch-this-trailer.html/RK=2/RS=yndLOkDXaCPxbRNNQFReOZa82D0-
EA 'pleased' with SWTOR F2P so far,Justin Olivetti,01.31.2013,"In EA's third quarter earnings call, the company mentioned SWTOR and expressed cautious optimism... ",https://search.engadget.com/click/_ylt=AwrNZywWje1jHSUTUxd8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541335/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-01-31-ea-pleased-with-swtor-f2p-so-far.html/RK=2/RS=cx1X2VIe8bKxRiGNOQ7oHEMiJ04-
"EA announces 'Madden 25,' out August 27",Jordan Mallory,01.31.2013,"div>EA Sports has just announced something called Madden 25, and all signs (by which we mean the... ",https://search.engadget.com/click/_ylt=AwrNZywWje1jHSUTVRd8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541335/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-01-31-madden-14-out-august-27-possibly-called-madden-25.html/RK=2/RS=JJESo3goecz1YwBXjpOSMxEOmbo-
Battlefield 3's 'End Game' captures the flag,Alexander Sliwinski,01.31.2013,"Battlefield 3's downloadable content morphine drip is about to conclude with ""End Game"" sometime in... ",https://search.engadget.com/click/_ylt=AwrNZywWje1jHSUTVxd8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541335/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-01-31-battlefield-3s-end-game-captures-the-flag.html/RK=2/RS=kNnGBb4ZTfUvE1t36rkqn1dLgXY-
"Riccitiello: We were 'horrified' by Newtown, studies don't link video games to gun violence",Jessica Conditt,01.30.2013,EA CEO John Riccitiello said EA didn't see any impact on sales of shooters following the mass... ,https://search.engadget.com/click/_ylt=AwrNZywWje1jHSUTWRd8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541335/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-01-30-riccitiello-we-were-horrified-by-newtown-studies-dont-link.html/RK=2/RS=5AwU_S5W.cHo0_6XI5mHVfWZOxs-
Fuse delayed to second quarter of 2013,Richard Mitchell,01.30.2013,"During EA's fiscal third quarter earnings call, CFO Blake Jorgensen revealed that Insomniac's PS3... ",https://search.engadget.com/click/_ylt=AwrNZywWje1jHSUTWxd8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541335/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-01-30-fuse-delayed-to-second-quarter-of-2013.html/RK=2/RS=FailM9PqUncxDrEZAOp_sAtraiU-
