title,author,date,lure,link
Hitting the Books: How Pokemon took over the world,Andrew Tarantola,11.06.2022,"In his newest book, ""Fight, Magic, Items: The History of Final Fantasy, Dragon Quest, and the Rise... ",https://search.engadget.com/click/_ylt=AwrEogtsjO1j1jIA5XF8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541164/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fhitting-the-books-fight-magic-items-aidan-moher-hachette-book-group-153037085.html/RK=2/RS=sZAfQ6t4J_lfhjL5uqEi500T6y4-
"Nintendo's retro controllers now work on iPhone, iPad, Apple TV and Mac",Mariella Moon,10.26.2022,"At WWDC 2022 earlier this year, Apple announced a bunch of gaming improvements rolling out with iOS... ",https://search.engadget.com/click/_ylt=AwrEogtsjO1j1jIA53F8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541164/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-retro-controllers-iphone-ipad-apple-tv-mac-091843674.html/RK=2/RS=u2JVFXSOWkh_G.LcH.wEoCSfIc4-
‘Bayonetta 3’ turns witchy weirdness into an art form,Jessica Conditt,10.25.2022,"Bayonetta 3 is full of classic Bayonetta madness, all of it amped up by one degree. The stakes are... ",https://search.engadget.com/click/_ylt=AwrEogtsjO1j1jIA6XF8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541164/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fbayonetta-3-review-130024141.html/RK=2/RS=cpEjQsDYKQEdXSzvKdZZhU29u6A-
"Apple's M1 MacBook Air drops to $799, plus the rest of the week's best tech deals",Jeff Dunn,10.21.2022,"The week is nearing its end, which means it's time for another roundup of the week's best tech... ",https://search.engadget.com/click/_ylt=AwrEogtsjO1j1jIA63F8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541164/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fapple-macbook-air-m1-on-sale-for-799-best-tech-deals-this-week-152003991.html/RK=2/RS=sVXFjT0ww_Vg_EZJRwX8Oy1Igzc-
Pokémon Scarlet and Violet hands-on: Monster catching remixed,Sam Rutherford,10.21.2022,"In a move to freshen up the series for its ninth generation, Pokemon Scarlet and Violet feature the... ",https://search.engadget.com/click/_ylt=AwrEogtsjO1j1jIA7XF8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541164/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fpokemon-scarlet-and-violet-hands-on-monster-catching-remixed-release-date-130031075.html/RK=2/RS=Pfdbc1BaV_yW3IX9epV3C_xzh_I-
Two 'Mario Party' games are coming to Nintendo's Switch Online Expansion Pack,Mariella Moon,10.21.2022,"On November 2nd, the original Mario Party game and its sequel will be available on Nintendo's Switch... ",https://search.engadget.com/click/_ylt=AwrEogtsjO1j1jIA73F8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541164/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-adds-n64-mario-party-games-switch-online-expansion-pack-113508973.html/RK=2/RS=5.pdIa8vyZpRuwNirjk5ClXB.XQ-
'Alan Wake Remastered' is now available on the Switch,Mariella Moon,10.20.2022,"The remastered version of Alan Wake is now available on the Nintendo eShop, just in time for... ",https://search.engadget.com/click/_ylt=AwrEogtsjO1j1jIA8XF8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541164/RO=10/RU=https%3a%2f%2fwww.engadget.com%2falan-wake-remastered-nintendo-switch-130003489.html/RK=2/RS=SJ1oi_gm_jNX1wna6Amc2.0vPPo-
Two unreleased and 'never digitized' NES games are up for auction on eBay,Steve Dent,10.13.2022,"Two extremely rare ""unreleased, one-of-a-kind, never-digitized"" Nintendo NES games have appeared on... ",https://search.engadget.com/click/_ylt=AwrEogtsjO1j1jIA83F8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541164/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnes-games-battlefields-of-napoleon-production-boards-090721687.html/RK=2/RS=LqwnI5Bf7x9apbllg3zHy.zuZvA-
"‘Persona 3 Portable’ and ‘Persona 4 Golden’ arrive on Xbox Game Pass, PlayStation and Switch this...",Igor Bonifacic,10.08.2022,"On Saturday, ahead of Persona 5 Royal’s October 21st release on PlayStation 5, Nintendo Switch,... ",https://search.engadget.com/click/_ylt=AwrEogtsjO1j1jIA9XF8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541164/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fpersona-3-portable-persona-4-golden-january-19-2023-155111168.html/RK=2/RS=6C_xnGgazdDW5o4RAZTghcxA5p8-
First 'Super Mario Bros.' movie trailer shows trouble in the Mushroom Kingdom,Jon Fingas,10.06.2022,It's finally clear just what the long-expected Super Mario Bros. movie will look like. Nintendo and... ,https://search.engadget.com/click/_ylt=AwrEogtsjO1j1jIA93F8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541164/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fsuper-mario-bros-movie-first-trailer-203221015.html/RK=2/RS=0vMELWHnKAftRm5WM4CohzE6eiM-
Someone made an operating system for the NES,Jon Fingas,10.05.2022,"You probably never saw the NES as a productivity machine, but some clever developers beg to differ.... ",https://search.engadget.com/click/_ylt=AwrFPihtjO1joO4T.Ax8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541165/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnes-os-134544459.html/RK=2/RS=y.ufdE40wvIHqPdMciDGACFjlKs-
Nintendo's 'Splatoon 3' widgets put stats and stages on your phone screen,Jon Fingas,09.28.2022,Nintendo's approach to online gaming has sometimes been awkward (having to use your phone just to... ,https://search.engadget.com/click/_ylt=AwrFPihtjO1joO4T.gx8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541165/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-switch-online-splatoon-3-widgets-133314727.html/RK=2/RS=mUidLZg_1HHsEfHQBvzwbxuF.1E-
'Oxenfree II: Lost Signals' is delayed until 2023,Igor Bonifacic,09.25.2022,Night School Studio has delayed the release of Oxenfree II: Lost Signals. The sequel to 2016’s... ,https://search.engadget.com/click/_ylt=AwrFPihtjO1joO4T_Ax8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541165/RO=10/RU=https%3a%2f%2fwww.engadget.com%2foxenfree-2-delayed-2023-164908520.html/RK=2/RS=0mWr0rdUzv2lsyiBruXpQPKLW.c-
The Morning After: Nintendo’s next Zelda game has a release date,Mat Smith,09.14.2022,"Twitter shareholders vote to approve Elon Musk’s $44 billion acquisition, but it all depends on a... ",https://search.engadget.com/click/_ylt=AwrFPihtjO1joO4T_gx8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541165/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fthe-morning-after-nintendos-next-zelda-game-has-a-release-date-113152235.html/RK=2/RS=RG_Y8MwfId7TJSC1HhBVFBlGACU-
Co-op adventure game 'It Takes Two' hits Switch on November 4th,Jessica Conditt,09.13.2022,"It Takes Two was a breakout hit when it came out in 2021, and now the cooperative adventure game is... ",https://search.engadget.com/click/_ylt=AwrFPihtjO1joO4TAA18BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541165/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fit-takes-two-switch-release-date-november-4-164734664.html/RK=2/RS=esz9ikjwIZ0br87T33pBN09gpZw-
Watch nearly 8 minutes of 'Bayonetta 3' gameplay in a new trailer,Jessica Conditt,09.13.2022,"See nearly eight minutes of Bayonetta 3 gameplay footage, featuring Bayonetta's Witch Time, Demon... ",https://search.engadget.com/click/_ylt=AwrFPihtjO1joO4TAg18BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541165/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fbayonetta-3-gameplay-trailer-long-155147016.html/RK=2/RS=hA.lXK8bsLlQ3ryu1HRCWnBiKPs-
"'The Legend of Zelda: Tears of the Kingdom' lands on Switch May 12th, 2023",Jessica Conditt,09.13.2022,The sequel to The Legend of Zelda: Breath of the Wild is called Tears of the Kingdom and it's due to... ,https://search.engadget.com/click/_ylt=AwrFPihtjO1joO4TBA18BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541165/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fzelda-breath-wild-sequel-144758059.html/RK=2/RS=oyvyKjvEZPtG8dnniQq7RSG0gt8-
'GoldenEye 007' is coming to Nintendo Switch Online's Expansion Pack with online play,Kris Holt,09.13.2022,You'll soon have a way to play one of the most beloved Nintendo 64 games on your Switch without... ,https://search.engadget.com/click/_ylt=AwrFPihtjO1joO4TBg18BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541165/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fgoldeneye-007-nintendo-switch-online-expansion-pack-online-play-pokemon-stadium-mario-party-144252339.html/RK=2/RS=yiTP.akZfDNgnleJVW_ZaggrFbY-
'Fire Emblem Engage' is coming to Switch on January 20th,Kris Holt,09.13.2022,"Today's Nintendo Direct kicked off with a bang, with the reveal of a new, mainline Fire Emblem game.... ",https://search.engadget.com/click/_ylt=AwrFPihtjO1joO4TCA18BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541165/RO=10/RU=https%3a%2f%2fwww.engadget.com%2ffire-emblem-engage-nintendo-switch-release-date-141805117.html/RK=2/RS=sS_OThSqepeeq63HOGdxMevySjU-
The next Nintendo Direct streams on September 13th,Kris Holt,09.12.2022,This is not a drill (or a tweet from a phony Nintendo account). Nintendo has at long last revealed... ,https://search.engadget.com/click/_ylt=AwrFPihtjO1joO4TCg18BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541165/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-direct-date-switch-games-141027049.html/RK=2/RS=0aZi8mWczM1Ckgj1ruR.C11Zujg-
Nintendo made a scarlet and violet OLED Switch for Pokémon fans,Igor Bonifacic,09.07.2022,Nintendo is adding a new colorway to its Switch OLED line just in time for the release of the latest... ,https://search.engadget.com/click/_ylt=AwrigxVtjO1jnzIAenN8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541165/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnitendo-switch-oled-pokemon-scarlet-violet-edition-announced-specs-availability-163250152.html/RK=2/RS=dvhG30hlFLV2czXMgvkCNyX1o0Y-
Nintendo’s Dragalia Lost mobile RPG goes offline on November 30th,Mariella Moon,08.31.2022,"Nintendo and Cygames have announced Dragalia Lost's exact end-of-service date: November 30th, at 1AM... ",https://search.engadget.com/click/_ylt=AwrigxVtjO1jnzIAfHN8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541165/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-dragalia-lost-offline-november-30th-101050738.html/RK=2/RS=qswzwP1qJY_bvxzq.XLWe1Mxpq8-
8BitDo reveals wireless versions of its Xbox-style Ultimate Controller,Kris Holt,08.30.2022,"Well-renowned peripheral maker 8BitDo has revealed three new versions of its Ultimate Controller,... ",https://search.engadget.com/click/_ylt=AwrigxVtjO1jnzIAfnN8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541165/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f8-bitdo-ultimate-controller-wireless-nintendo-switch-pc-android-150115393.html/RK=2/RS=YXoL7T62CC9UQaM.YRhaoJoV1bs-
"‘Mario Kart’ is 30 years old, if you can believe that",Mat Smith,08.26.2022,"Released a few years after Super Nintendo, Super Mario Kart was an odd proposition: Nintendo mascot... ",https://search.engadget.com/click/_ylt=AwrigxVtjO1jnzIAgHN8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541165/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fmario-kart-is-30-years-old-150030282.html/RK=2/RS=YOMpGa_WXGilRGHeP_Cw8BYNpUQ-
Nintendo is reportedly investigating claims of sexual misconduct,Jon Fingas,08.17.2022,Nintendo may respond quickly to allegations of sexual discrimination and harassment at its American... ,https://search.engadget.com/click/_ylt=AwrigxVtjO1jnzIAgnN8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541165/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-investigates-sexual-misconduct-claims-194740757.html/RK=2/RS=mpaZvUR0MWG8Y495yUU9ERNYPKM-
New report details sexual harassment and gender discrimination at Nintendo of America,Mariella Moon,08.17.2022,Nintendo is famous for having a family—friendly image and game that people of all ages can enjoy.... ,https://search.engadget.com/click/_ylt=AwrigxVtjO1jnzIAhHN8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541165/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-game-testers-sexual-harassment-gender-discrimination-040607823.html/RK=2/RS=CPrGrZcXQ2fl2i7uqkk_Eqjkkrw-
Life is Strange remaster collection for the Switch arrives on September 27th,Igor Bonifacic,08.16.2022,"Following an eleventh-hour delay earlier this year, the Nintendo Switch version of Life is Strange:... ",https://search.engadget.com/click/_ylt=AwrigxVtjO1jnzIAhnN8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541165/RO=10/RU=https%3a%2f%2fwww.engadget.com%2flife-is-strange-arcadia-collection-nintendo-switch-september-27-180004078.html/RK=2/RS=eAqr5d8CKokc5H.gB1vAYev2a4k-
Nintendo will dedicate a 30-minute Direct stream to 'Splatoon 3',Kris Holt,08.08.2022,Splatoon 3 will arrive on September 9th and Nintendo is setting the table with a dedicated Direct... ,https://search.engadget.com/click/_ylt=AwrigxVtjO1jnzIAiHN8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541165/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fsplatoon-3-direct-date-nintendo-switch-135043319.html/RK=2/RS=qp3jQCUi5dy.gbnID3p.PrROR4M-
Steam is finally adding support for Nintendo Joy-Con controllers,Igor Bonifacic,08.06.2022,"Five years after the Nintendo Switch’s release, Valve is finally adding Steam support for the... ",https://search.engadget.com/click/_ylt=AwrigxVtjO1jnzIAinN8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541165/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fsteam-nintendo-joy-con-support-171704874.html/RK=2/RS=eqzpNuYfPArENF1IN3iGxmem4G0-
Nintendo’s Switch sales drop as it contends with chip shortage,Steve Dent,08.03.2022,"Nintendo's Switch sales fell significantly last quarter, dropping to 3.43 million units compared to... ",https://search.engadget.com/click/_ylt=AwrigxVtjO1jnzIAjHN8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541165/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendos-switch-and-game-sales-dropped-significantly-last-quarter-103810604.html/RK=2/RS=rydoeoEJSvch1w1aMm14p5v1fIA-
"Interactive musical series 'We are OFK' hits PlayStation, Switch and PC on August 18th",Kris Holt,08.02.2022,"Back at the 2020 edition of The Game Awards, we learned about We Are OFK, a new project from Hyper... ",https://search.engadget.com/click/_ylt=AwrijrJujO1jb58TbgB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541166/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fwe-are-ofk-release-dates-playstation-switch-pc-vinyl-195009109.html/RK=2/RS=RHx8ZqswQJ2FjE6ETWS.kvag2VY-
Mario Kart 8 Deluxe’s second set of new tracks arrives on August 4th,Kris Holt,07.28.2022,Nintendo has unveiled the second wave of Booster Course Pass tracks for Mario Kart 8 Deluxe. One of... ,https://search.engadget.com/click/_ylt=AwrijrJujO1jb58TcAB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541166/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fmario-kart-8-deluxe-dlc-wave-2-waluigi-pinball-mario-kart-tour-151127230.html/RK=2/RS=YevN5E7_iMXRRE3m1OYy_bG2po8-
Nintendo’s Switch Lite is on sale for $160 today only,Igor Bonifacic,07.23.2022,"For today only, Woot has discounted the Nintendo Switch Lite. With a 20 percent reduction, the $200... ",https://search.engadget.com/click/_ylt=AwrijrJujO1jb58TcgB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541166/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-switch-lite-sale-woot-152844976.html/RK=2/RS=YZQdBpZBkGgYrb8QYhusgPzdWQs-
Nintendo is buying an animation studio to help create its own 'visual content',Steve Dent,07.14.2022,Nintendo has acquired the Japanese CG production company Dynamo Pictures and plans to rebrand it as... ,https://search.engadget.com/click/_ylt=AwrijrJujO1jb58TdAB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541166/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-is-buying-an-animation-studio-to-help-create-its-own-visual-content-113548460.html/RK=2/RS=YtygRVOLtshJCHD7O6IN24cS5QM-
Nintendo Japan will offer benefits to employees in same-sex unions,Igor Bonifacic,07.13.2022,Nintendo Japan will provide employees in same-sex domestic partnerships with the same benefits it... ,https://search.engadget.com/click/_ylt=AwrijrJujO1jb58TdgB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541166/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-japan-same-sex-marriage-benefits-175653064.html/RK=2/RS=S9DZdZdrIt8gMLKphzNbzfnHguY-
DIY project transforms a Game Boy Camera into a modern mirrorless,Igor Bonifacic,07.13.2022,"Nintendo’s Game Boy Camera has inspired countless DIY projects over the years, from a telephoto lens... ",https://search.engadget.com/click/_ylt=AwrijrJujO1jb58TeAB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541166/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fgame-boy-camera-mirrorless-camera-conversion-162844001.html/RK=2/RS=byaekSuTHdkw6IA0amLy_Om2qas-
'Bayonetta 3' is finally coming to Switch on October 28th,Kris Holt,07.13.2022,December 2017 feels like a lifetime ago and yet that's how long it's been since Nintendo announced... ,https://search.engadget.com/click/_ylt=AwrijrJujO1jb58TegB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541166/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fbayonetta-3-release-date-trailer-nintendo-switch-141511759.html/RK=2/RS=vloEIgPqY27gYun0vd4HmPcxx3k-
'Kirby's Dream Buffet' looks like a mash-up of 'Fall Guys' and 'Mario Party',Sam Rutherford,07.12.2022,"Due out sometime later this summer, Kirby's Dream Buffet is a four-player party game that looks like... ",https://search.engadget.com/click/_ylt=AwrijrJujO1jb58TfAB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541166/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fkirbys-dream-buffet-on-nintendo-switch-looks-like-a-delicious-mashup-of-fall-guys-and-mario-party-155203119.html/RK=2/RS=2wcIrhMqrrZhtkfOWN6e0FhMVAo-
A colorful Splatoon 3-themed Nintendo Switch OLED is on the way,Kris Holt,07.06.2022,Nintendo occasionally releases special-edition Switch models for its big games and Splatoon 3 will... ,https://search.engadget.com/click/_ylt=AwrijrJujO1jb58TfgB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541166/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fsplatoon-3-themed-nintendo-switch-oled-pro-controller-170118039.html/RK=2/RS=MEoOud8NjexYUO6mtuucS0tVetE-
'Mario + Rabbids: Sparks of Hope' aims to be a more modern tactical adventure,Mat Smith,06.29.2022,"In Mario + Rabbids: Sparks of Hope, Mario et al. (and their Rabbid equivalents) face a shared... ",https://search.engadget.com/click/_ylt=AwrijrJujO1jb58TgAB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541166/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fmario-rabbids-sparks-of-hope-preview-interview-162012953.html/RK=2/RS=HZJyGVuDiPFG4tF5ZuL_O.DIFEk-
'Harvestella' is a Square Enix farming sim with a dark twist,Kris Holt,06.28.2022,"Square Enix is moving into the farming sim world with Harvestella, which is coming to Nintendo... ",https://search.engadget.com/click/_ylt=AwrEb1VujO1jBvYTFgR8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541166/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fsquare-enix-harvestella-farming-sim-nintendo-switch-steam-195256160.html/RK=2/RS=fN4VN7z8H98bA4lQf9iE7hLKEIY-
'Sayonara Wild Hearts' studio Simogo's next game is an atmospheric murder mystery,Kris Holt,06.28.2022,Sayonara Wild Hearts developer Simogo has revealed its next game and the eclectic studio is again... ,https://search.engadget.com/click/_ylt=AwrEb1VujO1jBvYTGAR8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541166/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-direct-lorelei-and-the-laser-eyes-simogo-sayonara-wild-hearts-annapurna-interactive-161543878.html/RK=2/RS=M6TPqUsfwJiBWreeCzvltBDwO28-
Both of Valve's classic Portal games arrive on the Switch today,Nathan Ingraham,06.28.2022,"A few months ago, Valve announced that both of its excellent Portal games were coming to the... ",https://search.engadget.com/click/_ylt=AwrEb1VujO1jBvYTGgR8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541166/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fportal-companion-collection-nintendo-switch-out-today-141017922.html/RK=2/RS=Q6d6f_pJmD3t9lW3nxOMeAiOj2I-
Nintendo Direct on June 28th is all about third-party Switch games,Kris Holt,06.27.2022,Nintendo has announced when its next games showcase will take place. A Nintendo Direct Mini is... ,https://search.engadget.com/click/_ylt=AwrEb1VujO1jBvYTHAR8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541166/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-direct-mini-partner-showcase-switch-games-third-party-134515785.html/RK=2/RS=oPzJ1iemnXhhYxeCe2s2JZzzCDQ-
"Apple's second-gen AirPods drop to $100, plus the best early Prime Day deals you can get now",Valentina Palladino,06.24.2022,"This week's best tech deals include Apple's second-generation AirPods for $100, the Razer Kishi game... ",https://search.engadget.com/click/_ylt=AwrEb1VujO1jBvYTHgR8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541166/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fapple-second-gen-airpods-drop-to-100-best-early-amazon-prime-day-deals-2022-153034076.html/RK=2/RS=lI_qL5UZ.KRRd_FjR3s_6AgIsuQ-
No Man's Sky will land on Nintendo Switch on October 7th,Kris Holt,06.23.2022,No Man's Sky will make its long-awaited arrival on Nintendo Switch on October 7th. The Switch... ,https://search.engadget.com/click/_ylt=AwrEb1VujO1jBvYTIAR8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541166/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fno-mans-sky-nintendo-switch-release-date-140408967.html/RK=2/RS=xwflokV5oIB1BS0OAwH7T9VZcL4-
‘Roller Champions’ comes to Switch and Epic Games Store on June 21st,Kris Holt,06.20.2022,"Ubisoft released its long-delayed sports game Roller Champions last month on PC, PlayStation and... ",https://search.engadget.com/click/_ylt=AwrEb1VujO1jBvYTIgR8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541166/RO=10/RU=https%3a%2f%2fwww.engadget.com%2froller-champions-nintendo-switch-epic-games-store-release-date-171028893.html/RK=2/RS=59Y.xeJb47UhzMKE1j.fUMov0O4-
Nintendo will host a 'Xenoblade Chronicles 3' Direct on June 22nd,Kris Holt,06.20.2022,"It might not be the full-on Direct fans have been hoping for and expecting, but Nintendo will host... ",https://search.engadget.com/click/_ylt=AwrEb1VujO1jBvYTJAR8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541166/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fnintendo-direct-xenoblade-chronicles-3-date-153058380.html/RK=2/RS=AQQZoCaq_XKPlum3A3qIDtf0wBM-
Summer Game Fest: Where did all the AAA games go?,Jessica Conditt,06.20.2022,"Right now, the video game space is made up of delays, big promises and more delays. That doesn’t... ",https://search.engadget.com/click/_ylt=AwrEb1VujO1jBvYTJgR8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541166/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fsummer-game-fest-2022-wrap-up-aaa-indie-140016202.html/RK=2/RS=v57aTO1fHWmM1Sc3nKQ7VbErYMw-
The original 'Pokémon Snap' comes to Switch Online on June 24th,Jon Fingas,06.17.2022,Are you more interested in playing the original Pokémon Snap than the modern version? You won't have... ,https://search.engadget.com/click/_ylt=AwrEb1VujO1jBvYTKAR8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541166/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fpokemon-snap-nintendo-64-switch-online-184212783.html/RK=2/RS=lr9YT0tCwRCySDkyby64Xx96vn0-
